Source Language,BLEU,ChrF++,IndicBERT
bn,0.002808729101670605,0.05635512595946792,0.5007916176691651
or,0.004347472756975265,0.2247720207925219,0.5340679833607282
ta,0.006489334629278313,1.0592163908780015,0.5214165984652936
as,0.002742526851195673,0.0527156309626395,0.5223267307737842
gu,0.04682849530039145,0.8249353605074111,0.4911641649377998
mr,0.006515058661079623,0.9110367951234257,0.5300089775992092
