Source Language,BLEU,ChrF++,IndicBERT
as,0.0018569610021489482,0.0532685857897879,0.5150763915735297
mr,0.0018535926459563791,0.10153297080939307,0.5146366419794504
gu,0.0017927898024405245,0.08882452847518145,0.47881016539759
ml,0.001778249062559011,0.11476170076628076,0.5036714044690598
bn,0.0021565209596837954,0.12334460864517527,0.4950272966234479
ta,0.0017705570613853114,0.10583975076701663,0.5043059379095212
