Source Language,BLEU,ChrF++,IndicBERT
bn,4.311317292554173,26.637767010146046,0.8962623370753136
ml,3.1601188608933146,21.332269938250143,0.8867313760274556
ta,3.678797491089581,21.109821244373684,0.8830740338598844
gu,2.7040320937282427,24.457833701141375,0.892425752535928
mr,4.206426442562466,23.9508042665618,0.8894333269854542
or,3.149338353597127,26.289048262332393,0.894272705016192
