Source Language,Source Code,BLEU,ChrF++,IndicBERT
bn,ben_Beng,4.785030639511825,38.424293297351845,0.932104116800474
or,ory_Orya,6.264425266887313,42.147453602765275,0.9514671956130769
ta,tam_Taml,7.607357245237406,41.47238146948804,0.9588636191328987
as,asm_Beng,6.193917527621712,41.73840888290824,0.9534377053787466
gu,guj_Gujr,6.864851674658097,42.31602587177395,0.957230917760171
mr,mar_Deva,7.752248513726739,42.39607341930897,0.9593980922363698
