Source Language,BLEU,ChrF++,IndicBERT
bn,0.06569261488766333,7.454914697925625,0.6396687935921364
ml,0.04512512024968366,10.149943785749883,0.765287209302187
as,0.11938207819194528,7.777907312450292,0.6811370154609904
or,0.043509295133263015,8.63549707680242,0.6757329785905313
ta,0.03106214035357775,10.007561688838987,0.8371807119692676
gu,0.03242910740608264,9.89610082509819,0.7523693889379501
