Source Language,BLEU,ChrF++,IndicBERT
bn,2.183807618399533,25.397262990782654,0.899503470514901
or,1.637624538771804,25.276726829149528,0.9021808532997966
ta,2.3917414333334364,24.383686258649337,0.899959268164821
as,1.835817235580112,26.023898430895322,0.9066760958521627
gu,1.8427176455390126,25.487348600249078,0.9103624214767478
mr,2.9069505660151322,25.804092797261607,0.9063314642990008
