Source Language,BLEU,ChrF++,IndicBERT
bn,0.0013386559930836912,0.030469352367017723,0.5130520447273739
ml,0.0031055405000662956,0.8301282912254536,0.528536524361698
as,0.001330639326577357,0.025980532447561586,0.5275872166384943
or,0.0021026700593395784,0.17212787502418003,0.5386371219647117
ta,0.003119842462632544,0.8479764070120885,0.531271524814656
gu,0.003078405179223269,0.6572900283784554,0.5015288777067326
