Source Language,BLEU,ChrF++,IndicBERT
bn,0.2201915678419343,9.374350507273945,0.7405162798240781
or,0.09617846783737961,9.938978929469425,0.7433866795618087
ta,0.008299687229195612,9.176145643029187,0.7290878462808905
as,0.06695458029833894,8.695053609892058,0.6895275884016883
gu,0.03998674218971187,11.946864611855922,0.8005814300267957
mr,0.01653764179520398,10.297268985257773,0.7369935466413153
