Source Language,BLEU,ChrF++,IndicBERT
mr,0.0028734845713245826,0.7398551004910958,0.5312082234449917
as,0.0011553865940497519,0.03321247636233728,0.5273492839478422
bn,0.0011549068386331413,0.03445494917829099,0.5069274633860914
ta,0.0027812241337467373,0.8640568684031076,0.517883959444589
or,0.0018595652829196034,0.1660600805905569,0.5352051370282425
ml,0.007831132580119035,0.8452856563123683,0.5165274203463923
