Source Language,BLEU,ChrF++,IndicBERT
bn,3.763166350591975,27.7826005909468,0.905098018469289
ml,3.4101496060069763,24.256216328313972,0.8933886348386295
as,3.3947384648129644,27.914122822903447,0.9039617590315174
or,3.3768831351718456,27.752166731942452,0.9060510126000736
ta,4.240515880238348,24.738963401548126,0.8982876692462014
gu,3.3730234362595177,28.86545006402354,0.9107266195351258
