Source Language,Source Code,BLEU,ChrF++,IndicBERT
ta,tam_Taml,9.213955535987509,41.74174200372852,0.9577402760623954
ml,mal_Mlym,9.938916228428024,43.350910294413566,0.9600272934767418
or,ory_Orya,9.456588436364347,44.751519113159624,0.9510558027250227
gu,guj_Gujr,9.894199321582684,44.39097884078057,0.9614115803269669
mr,mar_Deva,10.600091253895648,44.40643585187052,0.9604171426035464
as,asm_Beng,10.245879967739793,44.39331393325977,0.9497964477923233
