Source Language,Source Code,BLEU,ChrF++,IndicBERT
as,asm_Beng,6.888516131553186,40.01801983132155,0.9315411214920459
mr,mar_Deva,7.518237353211461,39.89814458085732,0.9389127605827525
gu,guj_Gujr,6.883434589723879,39.73580946703766,0.9363010926026618
ml,mal_Mlym,7.011824692958727,38.96364489943828,0.9396717484341934
bn,ben_Beng,5.111216807601079,36.39719867518348,0.9011141664232127
ta,tam_Taml,7.225875950466799,38.262695079480025,0.9418440729496069
