Source Language,BLEU,ChrF++,IndicBERT
bn,0.013758657230570473,6.724243075905687,0.6609440445754444
ml,0.06640641340570727,9.955858354148033,0.8057363279513083
ta,0.037980080793813056,9.16461222026074,0.8013726652425248
gu,0.07835027867083924,9.879897144294315,0.7910966925846878
mr,0.05761136483024291,9.518613530708416,0.7814752960694022
or,0.1225995487573627,7.484029514006198,0.6706442877766676
