Source Language,Source Code,BLEU,ChrF++,IndicBERT
bn,ben_Beng,8.66569993316087,41.314163296026365,0.9238781728199683
ml,mal_Mlym,12.676179192087147,45.08356882253299,0.9546615850704256
as,asm_Beng,10.719601555375016,44.87818008975124,0.9493110827752389
or,ory_Orya,10.981737461871969,45.75694171705841,0.949644562380854
ta,tam_Taml,13.453822942396823,44.266121188131905,0.9570383930113167
gu,guj_Gujr,12.585857619546927,46.71955570810443,0.9575785213382915
