Source Language,BLEU,ChrF++,IndicBERT
as,1.519940583184297,19.1049723386134,0.8351220815675333
mr,1.359188137178075,17.54376690770473,0.83468330767937
gu,1.1485390678904088,17.84080941513238,0.8381263099727221
ml,1.1102972127864061,15.673583582984262,0.8313419698388316
bn,1.301091331584431,18.65356672948334,0.8465171792631736
ta,1.1349297294109055,15.402289724460633,0.8246942701225635
