Source Language,BLEU,ChrF++,IndicBERT
as,2.0385509139664437,29.813972372493975,0.9064157484681346
ml,1.6641705502531208,27.985598898933866,0.9011277267127298
mr,2.1841590364049885,29.66640456565115,0.9091067776316777
bn,2.2346447975294574,30.016362634452975,0.9082964353146963
or,2.1217773805903306,29.620894890291023,0.9088977954525035
gu,2.209620720833577,29.793421734904996,0.9141420472878963
