Source Language,BLEU,ChrF++,IndicBERT
mr,6.797692478990057,28.946440181166476,0.896925367123913
as,4.105993634008817,28.41614268248153,0.8959939241030952
bn,4.259529988971446,27.863613914041828,0.8960974991787225
ta,4.675627530538609,23.89528895133596,0.8839814801758621
or,4.08510624655921,28.201808858306865,0.8903478670981713
ml,4.147345693267633,24.45103342882579,0.8834254159010015
