Source Language,Source Code,BLEU,ChrF++,IndicBERT
as,asm_Beng,9.756456074997798,46.8507118982712,0.9539028232102282
ml,mal_Mlym,10.80877509303105,48.190824651017415,0.9615684244781733
mr,mar_Deva,10.757332067859279,48.444459029862585,0.9624350589583628
bn,ben_Beng,7.517179926249857,43.690363242583,0.9290178656228818
or,ory_Orya,9.931945806983688,47.78447453591449,0.9589440780691803
gu,guj_Gujr,10.448754653868196,47.425456548396696,0.9603736507997382
