Source Language,BLEU,ChrF++,IndicBERT
ta,0.04509250900845119,10.141925454913485,0.8384509980969597
ml,0.07793853136872404,10.128071119134828,0.7001284865837079
or,0.06794968066770525,10.277617961159923,0.7796411521558184
gu,0.07853525048019858,11.962946228521865,0.8074891687429044
mr,0.0726217401327384,9.878145572756239,0.6607199466088787
as,0.053489856769675534,9.285075709055372,0.7267991676635575
