Source Language,BLEU,ChrF++,IndicBERT
ta,0.0024199686520288014,0.03885618869429507,0.5092863409954589
ml,0.002452716774565969,0.04792805916641618,0.5083739906258415
or,0.0021878686886767232,0.07090504750781201,0.5359271570341662
gu,0.002449657303416548,0.03178234819769799,0.4875878074381035
mr,0.0024988003448536624,0.04257475304035792,0.5199490070081083
as,0.00570591689802829,0.329857711283921,0.5312532430252759
