Source Language,Source Code,BLEU,ChrF++,IndicBERT
bn,ben_Beng,8.808839680349905,38.450073367487505,0.9367918051721063
ml,mal_Mlym,10.643124144898772,41.32268262640078,0.9586113697296241
ta,tam_Taml,11.02316953175958,39.884826135401624,0.956726010190323
gu,guj_Gujr,9.624459650263002,42.3836391294076,0.9581737425469328
mr,mar_Deva,11.347537757937463,42.80728622872297,0.9612367764639203
or,ory_Orya,9.84912452214001,43.63915595597381,0.9580550606478937
